Publication Type;Authors;Book Authors;Book Editors;Book Group Authors;Author Full Names;Book Author Full Names;Group Authors;Article Title;Source Title;Book Series Title;Book Series Subtitle;Language;Document Type;Conference Title;Conference Date;Conference Location;Conference Sponsor;Conference Host;Author Keywords;Keywords Plus;Abstract;Addresses;Reprint Addresses;Email Addresses;Researcher Ids;ORCIDs;Funding Orgs;Funding Text;Cited References;Cited Reference Count;Times Cited, WoS Core;Times Cited, All Databases;180 Day Usage Count;Since 2013 Usage Count;Publisher;Publisher City;Publisher Address;ISSN;eISSN;ISBN;Journal Abbreviation;Journal ISO Abbreviation;Publication Date;Publication Year;Volume;Issue;Part Number;Supplement;Special Issue;Meeting Abstract;Start Page;End Page;Article Number;DOI;Book DOI;Early Access Date;Number of Pages;WoS Categories;Research Areas;IDS Number;UT (Unique WOS ID);Pubmed Id;Open Access Designations;Highly Cited Status;Hot Paper Status;Date of Export;
S;"Alnemr, R; Schnjakin, M; Meinel, C";;"Wang, G; Tate, SR; Chen, JJ; Sakurai, K";;"Alnemr, Rehab; Schnjakin, Maxim; Meinel, Christoph";;;Towards Context-aware Service-oriented Semantic Reputation Framework;TRUSTCOM 2011: 2011 INTERNATIONAL JOINT CONFERENCE OF IEEE TRUSTCOM-11/IEEE ICESS-11/FCST-11;IEEE International Conference on Trust Security and Privacy in Computing and Communications;;;;Int Joint Conference of 10th IEEE Int Conf on Trust, Security and Privacy in Computing and Communications (TrustCom) / 8th IEEE Int Conf on Embedded Software and Systems (ICESS) / 6th Int Conf on Frontier of Computer Science and Technology (FCST);NOV 16-18, 2011;Changsha, PEOPLES R CHINA;IEEE, IEEE Comp Soc, NSFC, Cent S Univ, Cent S Univ, Trusted Comp Inst;;;;;;;;;;;;;;;;;;;;;2324-898X;;978-0-7695-4600-1;;;;2011;;;;;;;362;372;;10.1109/TrustCom.2011.47;;;;;;;WOS:000410208500048;;;;;;
S;"Andic, SM; Cedic, NN";;"AlDabass, D; Orsoni, A; Pantelous, A; Romero, G; Felez, J";;"Andic, S. Mick; Cedic, Nick N.";;;Expert System for the Modeling of an Educational Profile for Life-long Learners;UKSIM FIFTH EUROPEAN MODELLING SYMPOSIUM ON COMPUTER MODELLING AND SIMULATION (EMS 2011);UKSim European Symposium on Computer Modeling and Simulation;;;;UKSim 5th European Modelling Symposium on Computer Modelling and Simulation (EMS);NOV 16-18, 2011;Madrid, SPAIN;IEEE Comp Soc, UK & RI Sect, UK Simulat Soc, IEEE, Asia Modelling & Simulat Soc, European Simulat Federat, European Council Modelling & Simulat, Univ Politecnica Madrid, Kingston Univ, Liverpool Univ, Univ Technol Malaysia, Norway Univ Sci & Technol, Machine Res Intelligence Lab, Nottingham Trent Univ, McLeod Inst Simulat Sci, Univ Technol Malaysia;;;;;;;;;;;;;;;;;;;;;2473-3539;;978-0-7695-4619-3;;;;2011;;;;;;;241;244;;10.1109/EMS.2011.82;;;;;;;WOS:000329525700044;;;;;;
S;"Ficarra, FVC; Alma, J; Cipolla-Ficarra, M";;Stephanidis, C;;"Ficarra, Francisco V. Cipolla; Alma, Jacqueline; Cipolla-Ficarra, Miguel";;;Behaviour Computer Animation, Communicability and Education for All;UNIVERSAL ACCESS IN HUMAN-COMPUTER INTERACTION: APPLICATIONS AND SERVICES, PT 4;Lecture Notes in Computer Science;;;;6th International Conference on Universal Access in Human-Computer Interaction (UAHCI)/14th International Conference on Human-Computer Interaction (HCI);JUL 09-14, 2011;Orlando, FL;;;;;;;;;;;;;;;;;;;;;;0302-9743;;"978-3-642-21656-5; 978-3-642-21657-2";;;;2011;6768;;4;;;;538;547;;;;;;;;;WOS:000302788700058;;;;;;
B;Straub, J;;"Callaos, N; Goncalves, R; Hashimoto, S; Jastroch, N; Marlowe, TJ; Nousala, S";;Straub, Jeremy;;;A Review of Spacecraft AI Control Systems;WMSCI 2011: 15TH WORLD MULTI-CONFERENCE ON SYSTEMICS, CYBERNETICS AND INFORMATICS, VOL II;;;;;15th World Multi-Conference on Systematics, Cybernetics and Informatics (WMSCI 2011);JUL 19-22, 2011;Orlando, FL;Int Inst Informat & Syst;;;;;;;;Straub, Jeremy/O-7131-2016;Straub, Jeremy/0000-0002-9821-2858;;;;;;;;;;;;;;978-1-936338-30-6;;;;2011;;;;;;;20;25;;;;;;;;;WOS:000392561900005;;;;;;
B;"Chen, CK; Yang, AP";;"Callaos, N; Chu, HW; Ferrer, J; Lesso, W; Savoie, MJ; Siddique, M";;"Chen, Chau-Kuang; Yang, Aiping";;;College Enrollment Forecasts Using Artificial Intelligence and Time Series Models;WMSCI 2011: 15TH WORLD MULTI-CONFERENCE ON SYSTEMICS, CYBERNETICS AND INFORMATICS, VOL III;;;;;15th World Multi-Conference on Systematics, Cybernetics and Informatics (WMSCI 2011);JUL 19-22, 2011;Orlando, FL;Int Inst Informat & Syst;;;;;;;;;;;;;;;;;;;;;;;978-1-936338-31-3;;;;2011;;;;;;;248;252;;;;;;;;;WOS:000392562300047;;;;;;
S;Johnson, BD;;"Augusto, JC; Aghajan, H; Callaghan, V; Cook, DJ; ODonoghue, J; Egerton, S; Gardner, M; Johnson, BD; Kovalchuk, Y; LopezCozar, R; Mikulecky, P; Ng, JWP; Poppe, R; Wang, MJ; Zamudio, V";;Johnson, Brian David;;;Love and God and Robots: The Science Behind the Science Fiction Prototype Machinery of Love and Grace;WORKSHOP PROCEEDINGS OF THE 7TH INTERNATIONAL CONFERENCE ON INTELLIGENT ENVIRONMENTS;Ambient Intelligence and Smart Environments;;;;7th International Conference on Intelligent Environments;JUL 25-26, 2011;Nottingham Trent Univ, Nottingham, ENGLAND;BT, INTEL;Nottingham Trent Univ;;;;;;;;;;;;;;;;;;;;1875-4163;;"978-1-60750-795-6; 978-1-60750-794-9";;;;2011;10;;;;;;99;127;;10.3233/978-1-60750-795-6-99;;;;;;;WOS:000351351100012;;;;;;
S;"Egerton, S; Davies, M; Johnson, B; Callaghan, V";;"Augusto, JC; Aghajan, H; Callaghan, V; Cook, DJ; ODonoghue, J; Egerton, S; Gardner, M; Johnson, BD; Kovalchuk, Y; LopezCozar, R; Mikulecky, P; Ng, JWP; Poppe, R; Wang, MJ; Zamudio, V";;"Egerton, Simon; Davies, Marc; Johnson, Brian; Callaghan, Victor";;;Jimmy: Searching for Free-Will (A Competition);WORKSHOP PROCEEDINGS OF THE 7TH INTERNATIONAL CONFERENCE ON INTELLIGENT ENVIRONMENTS;Ambient Intelligence and Smart Environments;;;;7th International Conference on Intelligent Environments;JUL 25-26, 2011;Nottingham Trent Univ, Nottingham, ENGLAND;BT, INTEL;Nottingham Trent Univ;;;;;;;Callaghan, Victor/X-9302-2018;Callaghan, Victor/0000-0003-3353-9726;;;;;;;;;;;;1875-4163;;"978-1-60750-795-6; 978-1-60750-794-9";;;;2011;10;;;;;;128;141;;10.3233/978-1-60750-795-6-128;;;;;;;WOS:000351351100013;;;;;;
S;Grian, H;;"Augusto, JC; Aghajan, H; Callaghan, V; Cook, DJ; ODonoghue, J; Egerton, S; Gardner, M; Johnson, BD; Kovalchuk, Y; LopezCozar, R; Mikulecky, P; Ng, JWP; Poppe, R; Wang, MJ; Zamudio, V";;Grian, Hazel;;;The Lonely Companion;WORKSHOP PROCEEDINGS OF THE 7TH INTERNATIONAL CONFERENCE ON INTELLIGENT ENVIRONMENTS;Ambient Intelligence and Smart Environments;;;;7th International Conference on Intelligent Environments;JUL 25-26, 2011;Nottingham Trent Univ, Nottingham, ENGLAND;BT, INTEL;Nottingham Trent Univ;;;;;;;;;;;;;;;;;;;;1875-4163;;"978-1-60750-795-6; 978-1-60750-794-9";;;;2011;10;;;;;;197;208;;10.3233/978-1-60750-795-6-197;;;;;;;WOS:000351351100020;;;;;;
S;Kovalchuk, Y;;"Augusto, JC; Aghajan, H; Callaghan, V; Cook, DJ; ODonoghue, J; Egerton, S; Gardner, M; Johnson, BD; Kovalchuk, Y; LopezCozar, R; Mikulecky, P; Ng, JWP; Poppe, R; Wang, MJ; Zamudio, V";;Kovalchuk, Yevgeniya;;;Scientific Theatre: Multidisciplinary Approach to Designing Intelligent Environments;WORKSHOP PROCEEDINGS OF THE 7TH INTERNATIONAL CONFERENCE ON INTELLIGENT ENVIRONMENTS;Ambient Intelligence and Smart Environments;;;;7th International Conference on Intelligent Environments;JUL 25-26, 2011;Nottingham Trent Univ, Nottingham, ENGLAND;BT, INTEL;Nottingham Trent Univ;;;;;;;;;;;;;;;;;;;;1875-4163;;"978-1-60750-795-6; 978-1-60750-794-9";;;;2011;10;;;;;;585;594;;10.3233/978-1-60750-795-6-585;;;;;;;WOS:000351351100054;;;;;;
S;"Ashoori, S; Mohammadi, S";;"Karahoca, A; Kanbul, S";;"Ashoori, Sarah; Mohammadi, Shahriar";;;Compare failure prediction models based on feature selection technique: empirical case from Iran;WORLD CONFERENCE ON INFORMATION TECHNOLOGY (WCIT-2010);Procedia Computer Science;;;;1st World Conference on Information Technology (WCIT);OCT 06-10, 2010;Bahcesehir Univ, Istanbul, TURKEY;;Bahcesehir Univ;;;;;;;;;;;;;;;;;;;;1877-0509;;;;;;2011;3;;;;;;;;;10.1016/j.procs.2010.12.094;;;;;;;WOS:000299159800092;;;;;;
S;"Guresen, E; Kayakutlu, G";;"Karahoca, A; Kanbul, S";;"Guresen, Erkam; Kayakutlu, Gulgun";;;Definition of artificial neural networks with comparison to other networks;WORLD CONFERENCE ON INFORMATION TECHNOLOGY (WCIT-2010);Procedia Computer Science;;;;1st World Conference on Information Technology (WCIT);OCT 06-10, 2010;Bahcesehir Univ, Istanbul, TURKEY;;Bahcesehir Univ;;;;;;;;;;;;;;;;;;;;1877-0509;;;;;;2011;3;;;;;;;;;10.1016/j.procs.2010.12.071;;;;;;;WOS:000299159800069;;;;;;
S;"Hakimiyan, F; Derhami, V";;"Karahoca, A; Kanbul, S";;"Hakimiyan, Farideh; Derhami, Vali";;;Design of quantum dot semiconductor optical amplifier by intelligence methods;WORLD CONFERENCE ON INFORMATION TECHNOLOGY (WCIT-2010);Procedia Computer Science;;;;1st World Conference on Information Technology (WCIT);OCT 06-10, 2010;Bahcesehir Univ, Istanbul, TURKEY;;Bahcesehir Univ;;;;;;;;;;;;;;;;;;;;1877-0509;;;;;;2011;3;;;;;;;;;10.1016/j.procs.2010.12.075;;;;;;;WOS:000299159800073;;;;;;
S;"Keyvanpour, M; Javideh, M; Ebrahimi, MR";;"Karahoca, A; Kanbul, S";;"Keyvanpour, MohammadReza; Javideh, Mostafa; Ebrahimi, Mohammad Reza";;;Detecting and investigating crime by means of data mining: a general crime matching framework;WORLD CONFERENCE ON INFORMATION TECHNOLOGY (WCIT-2010);Procedia Computer Science;;;;1st World Conference on Information Technology (WCIT);OCT 06-10, 2010;Bahcesehir Univ, Istanbul, TURKEY;;Bahcesehir Univ;;;;;;;Keyvanpour, Mohammad Reza/AAL-5574-2020;Keyvanpour, Mohammad Reza/0000-0003-2115-9099;;;;;;;;;;;;1877-0509;;;;;;2011;3;;;;;;;;;10.1016/j.procs.2010.12.143;;;;;;;WOS:000299159800141;;;;;;
S;"Merrikh-Bayat, F; Shouraki, SB";;"Karahoca, A; Kanbul, S";;"Merrikh-Bayat, Farnood; Shouraki, Saeed Bagheri";;;Programming of memristor crossbars by using genetic algorithm;WORLD CONFERENCE ON INFORMATION TECHNOLOGY (WCIT-2010);Procedia Computer Science;;;;1st World Conference on Information Technology (WCIT);OCT 06-10, 2010;Bahcesehir Univ, Istanbul, TURKEY;;Bahcesehir Univ;;;;;;;;;;;;;;;;;;;;1877-0509;;;;;;2011;3;;;;;;;;;10.1016/j.procs.2010.12.039;;;;;;;WOS:000299159800037;;;;;;
S;"Sadiq, M; Pirhonen, A";;"Karahoca, A; Kanbul, S";;"Sadiq, Mazhar; Pirhonen, Antti";;;Design time, Run time, and Artificial intelligence techniques for mobility of user interface;WORLD CONFERENCE ON INFORMATION TECHNOLOGY (WCIT-2010);Procedia Computer Science;;;;1st World Conference on Information Technology (WCIT);OCT 06-10, 2010;Bahcesehir Univ, Istanbul, TURKEY;;Bahcesehir Univ;;;;;;;;;;;;;;;;;;;;1877-0509;;;;;;2011;3;;;;;;;;;10.1016/j.procs.2010.12.182;;;;;;;WOS:000299159800180;;;;;;
S;"Yel, E; Yalpir, S";;"Karahoca, A; Kanbul, S";;"Yel, Esra; Yalpir, Sukran";;;Prediction of primary treatment effluent parameters by Fuzzy Inference System (FIS) approach;WORLD CONFERENCE ON INFORMATION TECHNOLOGY (WCIT-2010);Procedia Computer Science;;;;1st World Conference on Information Technology (WCIT);OCT 06-10, 2010;Bahcesehir Univ, Istanbul, TURKEY;;Bahcesehir Univ;;;;;;;;;;;;;;;;;;;;1877-0509;;;;;;2011;3;;;;;;;;;10.1016/j.procs.2010.12.110;;;;;;;WOS:000299159800108;;;;;;
S;"Do, N; Nguyen, H";;"Ao, SI; Douglas, C; Grundfest, WS; Burgstone, J";;"Do, Nhon; Nguyen, Hien";;;A Reasoning Method on Knowledge Base of Computational Objects and Designing a System for Automatically Solving Plane Geometry Problems;WORLD CONGRESS ON ENGINEERING AND COMPUTER SCIENCE, WCECS 2011, VOL I;Lecture Notes in Engineering and Computer Science;;;;World Congress on Engineering and Computer Science (WCECS 2011);OCT 19-21, 2011;San Francisco, CA;Int Assoc Engn, IAENG, Soc Artificial Intelligence, IAENG, Soc Bioinformat, IAENG, Soc Comp Sci, IAENG, Soc Data Min, IAENG, Soc Elect Engn, IAENG, Soc HIV AIDS, IAENG, Soc Imag Engn, IAENG, Soc Ind Engn, IAENG, Soc Informat Syst Engn, IAENG, Soc Internet Comp & Web Serv, IAENG, Soc Mech Engn, IAENG, Soc Operat Res, IAENG, Soc Sci Comp, IAENG, Soc Software Engn, IAENG, Soc Wireless Networks;;;;;;;;;;;;;;;;;;;;;2078-0958;;978-988-18210-9-6;;;;2011;;;;;;;294;299;;;;;;;;;WOS:000394721500056;;;;;;
S;"Iram, R; Sheikh, MI; Jabbar, S; Minhas, AA";;"Ao, SI; Douglas, C; Grundfest, WS; Burgstone, J";;"Iram, Rabia; Sheikh, Muhammad Irfan; Jabbar, Sohail; Minhas, Abid Ali";;;Computational Intelligence Based Optimization of Energy Aware Routing in WSN;WORLD CONGRESS ON ENGINEERING AND COMPUTER SCIENCE, WCECS 2011, VOL I;Lecture Notes in Engineering and Computer Science;;;;World Congress on Engineering and Computer Science (WCECS 2011);OCT 19-21, 2011;San Francisco, CA;Int Assoc Engn, IAENG, Soc Artificial Intelligence, IAENG, Soc Bioinformat, IAENG, Soc Comp Sci, IAENG, Soc Data Min, IAENG, Soc Elect Engn, IAENG, Soc HIV AIDS, IAENG, Soc Imag Engn, IAENG, Soc Ind Engn, IAENG, Soc Informat Syst Engn, IAENG, Soc Internet Comp & Web Serv, IAENG, Soc Mech Engn, IAENG, Soc Operat Res, IAENG, Soc Sci Comp, IAENG, Soc Software Engn, IAENG, Soc Wireless Networks;;;;;;;;;;;;;;;;;;;;;2078-0958;;978-988-18210-9-6;;;;2011;;;;;;;457;462;;;;;;;;;WOS:000394721500085;;;;;;
S;"Sawh, D; Ponnambalam, K; Karray, F";;"Ao, SI; Gelman, L; Hukins, DWL; Hunter, A; Korsunsky, AM";;"Sawh, D.; Ponnambalam, K.; Karray, F.";;;Artificial Intelligence Modeling of Financial Profit and Fraud;WORLD CONGRESS ON ENGINEERING, WCE 2011, VOL I;Lecture Notes in Engineering and Computer Science;;;;World Congress on Engineering (WCE 2011);JUL 06-08, 2011;Imperial Coll, London, UNITED KINGDOM;Int Assoc Engineers, IAENG, Soc Artificial Intelligence, IAENG, Soc Bioinformat, IAENG, Soc Computer Sci, IAENG, Soc Data Min, IAENG, Soc Elect Engn, IAENG, Soc Imagl Engn, IAENG, Soc Ind Engn, IAENG, Soc Informat Syst Engn, IAENG, Soc Internet Comput & Web Serv, IAENG, Soc Mech Engn, IAENG, Soc Operat Res, IAENG, Soc Sci Comput, IAENG, Soc Software Engn, IAENG, Soc Wireless Engn;Imperial Coll;;;;;;;;;;;;;;;;;;;;2078-0958;;978-988-18210-6-5;;;;2011;;;;;;;381;383;;;;;;;;;WOS:000393011100077;;;;;;
S;"Yousif, JH; Saini, DK; Uraibi, HS";;"Ao, SI; Gelman, L; Hukins, DWL; Hunter, A; Korsunsky, AM";;"Yousif, Jabar H.; Saini, Dinesh Kumar; Uraibi, Hassan S.";;;Artificial Intelligence in E-Leaning-Pedagogical and Cognitive Aspects;WORLD CONGRESS ON ENGINEERING, WCE 2011, VOL II;Lecture Notes in Engineering and Computer Science;;;;World Congress on Engineering (WCE 2011);JUL 06-08, 2011;Imperial Coll, London, UNITED KINGDOM;Int Assoc Engineers, IAENG, Soc Artificial Intelligence, IAENG, Soc Bioinformat, IAENG, Soc Computer Sci, IAENG, Soc Data Min, IAENG, Soc Elect Engn, IAENG, Soc Imagl Engn, IAENG, Soc Ind Engn, IAENG, Soc Informat Syst Engn, IAENG, Soc Internet Comput & Web Serv, IAENG, Soc Mech Engn, IAENG, Soc Operat Res, IAENG, Soc Sci Comput, IAENG, Soc Software Engn, IAENG, Soc Wireless Engn;Imperial Coll;;;;;;;"Saini, Dinesh K/P-8322-2015; Saini, Dinesh/P-8888-2019; Yousif, Jabar H./Q-3738-2017; Uraibi, Hassan S./K-5068-2019";"Saini, Dinesh K/0000-0002-5140-1731; Yousif, Jabar H./0000-0003-2110-8347; Uraibi, Hassan S./0000-0003-0974-8165";;;;;;;;;;;;2078-0958;;978-988-19251-4-5;;;;2011;;;;;;;997;1002;;;;;;;;;WOS:000393012800015;;;;;;
S;"Ouamour, S; Sayoud, H";;"Ao, SI; Gelman, L; Hukins, DWL; Hunter, A; Korsunsky, AM";;"Ouamour, S.; Sayoud, H.";;;Speaker Clustering of Stereophonic Speech Signal Using Spatial and Sequential Gathering;WORLD CONGRESS ON ENGINEERING, WCE 2011, VOL II;Lecture Notes in Engineering and Computer Science;;;;World Congress on Engineering (WCE 2011);JUL 06-08, 2011;Imperial Coll, London, UNITED KINGDOM;Int Assoc Engineers, IAENG, Soc Artificial Intelligence, IAENG, Soc Bioinformat, IAENG, Soc Computer Sci, IAENG, Soc Data Min, IAENG, Soc Elect Engn, IAENG, Soc Imagl Engn, IAENG, Soc Ind Engn, IAENG, Soc Informat Syst Engn, IAENG, Soc Internet Comput & Web Serv, IAENG, Soc Mech Engn, IAENG, Soc Operat Res, IAENG, Soc Sci Comput, IAENG, Soc Software Engn, IAENG, Soc Wireless Engn;Imperial Coll;;;;;;;;;;;;;;;;;;;;2078-0958;;978-988-19251-4-5;;;;2011;;;;;;;1206;1210;;;;;;;;;WOS:000393012800055;;;;;;
S;"Saleena, B; Srivatsa, SK; Kumar, MC";;"Meghanathan, N; Kaushik, BK; Nagamalai, D";;"Saleena, B.; Srivatsa, S. K.; Kumar, M. Chenthil";;;A Semantic Approach to Design an Intelligent Self Organized Search Engine for Extracting Information Relating to Educational Resources;ADVANCED COMPUTING, PT III;Communications in Computer and Information Science;;;;1st International Conference on Computer Science and Information Technology;JAN 02-04, 2011;Bangalore, INDIA;Acad & Ind Res Collaborate Ctr;;;;;;;;;, Saleena/0000-0002-0646-2172;;;;;;;;;;;;1865-0929;;978-3-642-17880-1;;;;2011;133;;III;;;;183;+;;;;;;;;;WOS:000288517900018;;;;;;
S;"Shetty, S; Kiran, HSS; Namala, MB; Singh, S";;"Meghanathan, N; Kaushik, BK; Nagamalai, D";;"Shetty, Shravan; Kiran, H. S. Shashi; Namala, Murali Babu; Singh, Sanjay";;;Logical Modeling and Verification of a Strength Based Multi-agent Argumentation Scheme Using NuSMV;ADVANCES IN COMPUTER SCIENCE AND INFORMATION TECHNOLOGY, PT I;Communications in Computer and Information Science;;;;1st International Conference on Computer Science and Information Technology;JAN 02-04, 2011;Bangalore, INDIA;Acad & Ind Res Collaborate Ctr;;;;;;;;Singh, Sanjay/H-4215-2012;Singh, Sanjay/0000-0001-7212-5919;;;;;;;;;;;;1865-0929;1865-0937;978-3-642-17856-6;;;;2011;131;;;;;;378;387;;;;;;;;;WOS:000288692500038;;;;;;
S;"Jaya, A; Uma, GV";;"Meghanathan, N; Kaushik, BK; Nagamalai, D";;"Jaya, A.; Uma, G., V";;;An Intelligent Automatic Story Generation System by Revising Proppian's System;ADVANCES IN COMPUTER SCIENCE AND INFORMATION TECHNOLOGY, PT I;Communications in Computer and Information Science;;;;1st International Conference on Computer Science and Information Technology;JAN 02-04, 2011;Bangalore, INDIA;Acad & Ind Res Collaborate Ctr;;;;;;;;;Aravindhen, Dr. Jaya/0000-0002-9070-4882;;;;;;;;;;;;1865-0929;;978-3-642-17856-6;;;;2011;131;;;;;;594;603;;;;;;;;;WOS:000288692500059;;;;;;
S;"Fathi, M; Holland, A";;"Fred, A; Dietz, JLG; Liu, K; Filipe, J";;"Fathi, Madjid; Holland, Alexander";;;Modeling Uncertainties in Advanced Knowledge Management;KNOWLEDGE DISCOVERY, KNOWLEDGE ENGINEERING AND KNOWLEDGE MANAGEMENT;Communications in Computer and Information Science;;;;1st International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management;OCT 06-08, 2009;Funchal, PORTUGAL;;;;;;;;;;;;;;;;;;;;;;1865-0929;1865-0937;978-3-642-19031-5;;;;2011;128;;;;;;17;34;;;;;;;;;WOS:000289177100002;;;;;;
S;Ma, ZF;;"Wang, H; Zhang, BJ; Liu, XZ; Luo, DZ; Zhong, SB";;Ma, Zhanfei;;;Research on the Model and Architecture of Immune-SoftMan;SMART MATERIALS AND INTELLIGENT SYSTEMS, PTS 1 AND 2;Advanced Materials Research;;;;International Conference on Smart Materials and Intelligent Systems;DEC 17-20, 2010;Chongqing, PEOPLES R CHINA;Shanghai Jiao Tong Univ, Nanyang Normal Univ, Hebei Polytechnic Univ, Henan Inst Sci & Technol, Chongqing Univ Arts & Sci, Hunan Inst Engn;;;;;;;;;;;;;;;;;;;;;1022-6680;;978-0-87849-223-7;;;;2011;143-144;;;;;;239;243;;10.4028/www.scientific.net/AMR.143-144.239;;;;;;;WOS:000288884700047;;;;;;
S;"Li, ZD; Feng, LC; Zheng, SQ; Gong, DX";;"Wang, H; Zhang, BJ; Liu, XZ; Luo, DZ; Zhong, SB";;"Li, Zhendong; Feng, Lichao; Zheng, Shuqing; Gong, Dianxuan";;;Comparative Analysis of Three General Game Players;SMART MATERIALS AND INTELLIGENT SYSTEMS, PTS 1 AND 2;Advanced Materials Research;;;;International Conference on Smart Materials and Intelligent Systems;DEC 17-20, 2010;Chongqing, PEOPLES R CHINA;Shanghai Jiao Tong Univ, Nanyang Normal Univ, Hebei Polytechnic Univ, Henan Inst Sci & Technol, Chongqing Univ Arts & Sci, Hunan Inst Engn;;;;;;;;;;;;;;;;;;;;;1022-6680;;978-0-87849-223-7;;;;2011;143-144;;;;;;1117;+;;10.4028/www.scientific.net/AMR.143-144.1117;;;;;;;WOS:000288884700219;;;;;;
S;"He, WX; Qu, JG; Cui, YH";;"Wang, H; Zhang, BJ; Liu, XZ; Luo, DZ; Zhong, SB";;"He, Wenxiao; Qu, Jingguo; Cui, Yuhuan";;;The study of the factors to establishing an online environment for negotiation;SMART MATERIALS AND INTELLIGENT SYSTEMS, PTS 1 AND 2;Advanced Materials Research;;;;International Conference on Smart Materials and Intelligent Systems;DEC 17-20, 2010;Chongqing, PEOPLES R CHINA;Shanghai Jiao Tong Univ, Nanyang Normal Univ, Hebei Polytechnic Univ, Henan Inst Sci & Technol, Chongqing Univ Arts & Sci, Hunan Inst Engn;;;;;;;;;;;;;;;;;;;;;1022-6680;;978-0-87849-223-7;;;;2011;143-144;;;;;;1127;+;;10.4028/www.scientific.net/AMR.143-144.1127;;;;;;;WOS:000288884700221;;;;;;
S;"Atanassova, V; Atanassov, K";;"Dimov, I; Dimov, S; Kolkovska, N";;"Atanassova, Vassia; Atanassov, Krassimir";;;Ant Colony Optimization Approach to Tokens' Movement within Generalized Nets;NUMERICAL METHODS AND APPLICATIONS;Lecture Notes in Computer Science;;;;International Conference on Numerical Methods and Applications;AUG 20-24, 2010;Borovets, BULGARIA;Bulgarian Acad Sci, Inst Math & Informat;;;;;;;;"Atanassova, Vassia/K-8565-2017; Atanassov, Krassimir T/S-2877-2016";"Atanassova, Vassia/0000-0002-3626-9461; Atanassov, Krassimir/0000-0001-5625-071X";;;;;;;;;;;;0302-9743;;978-3-642-18465-9;;;;2011;6046;;;;;;240;+;;;;;;;;;WOS:000289027300028;;;;;;
B;"Sahami, M; desJardins, M; Dodds, Z; Neller, T";;"Cortina, TJ; Walker, EL; King, LS; Musicant, DR; McCann, LI";;"Sahami, Mehran; desJardins, Marie; Dodds, Zachary; Neller, Todd";;;Educational Advances in Artificial Intelligence;SIGCSE 11: PROCEEDINGS OF THE 42ND ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION;;;;;42nd ACM Technical Symposium on Computer Science Education;MAR 09-12, 2011;Dallas, TX;ACM SIGCSE;;;;;;;;;;;;;;;;;;;;;;;978-1-4503-0500-6;;;;2011;;;;;;;81;82;;;;;;;;;WOS:000289490900017;;;;;;
B;"Swoboda, N; Bekios-Calfa, J; Baumela, L; de Lope, J";;"Cortina, TJ; Walker, EL; King, LS; Musicant, DR; McCann, LI";;"Swoboda, Nik; Bekios-Calfa, Juan; Baumela, Luis; de Lope, Javier";;;An Introduction to Al Course with Guide Robot Programming Assignments;SIGCSE 11: PROCEEDINGS OF THE 42ND ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION;;;;;42nd ACM Technical Symposium on Computer Science Education;MAR 09-12, 2011;Dallas, TX;ACM SIGCSE;;;;;;;;"Swoboda, Nik/G-1239-2013; Baumela, Luis/F-8867-2013";"Swoboda, Nik/0000-0002-3095-3115; ";;;;;;;;;;;;;;978-1-4503-0500-6;;;;2011;;;;;;;231;236;;;;;;;;;WOS:000289490900046;;;;;;
S;Chang, JF;;"Chen, SH; Terano, T; Yamamoto, R";;Chang, Jui-Fang;;;Exchange Rate Forecasting with Hybrid Genetic Algorithms;AGENT-BASED APPROACHES IN ECONOMIC AND SOCIAL COMPLEX SYSTEMS VI;Springer Series on Agent Based Social Systems;;;;6th International Workshop on Agent-Based Approaches in Economic and Social Complex Systems;NOV 13-14, 2009;Natl Chengchi Univ, Taipei, TAIWAN;Natl Chengchi Univ, Dept Econom, NCCU Top Univ Program, Natl Sci Council;Natl Chengchi Univ;;;;;;;;;;;;;;;;;;;;1861-0803;;978-4-431-53906-3;;;;2011;8;;;;;;47;58;;10.1007/978-4-431-53907-0_4;;;;;;;WOS:000289810000004;;;;;;
S;Spiliopoulos, L;;"Chen, SH; Terano, T; Yamamoto, R";;Spiliopoulos, Leonidas;;;Learning Backward Induction: A Neural Network Agent Approach;AGENT-BASED APPROACHES IN ECONOMIC AND SOCIAL COMPLEX SYSTEMS VI;Springer Series on Agent Based Social Systems;;;;6th International Workshop on Agent-Based Approaches in Economic and Social Complex Systems;NOV 13-14, 2009;Natl Chengchi Univ, Taipei, TAIWAN;Natl Chengchi Univ, Dept Econom, NCCU Top Univ Program, Natl Sci Council;Natl Chengchi Univ;;;;;;;;;;;;;;;;;;;;1861-0803;;978-4-431-53906-3;;;;2011;8;;;;;;61;73;;10.1007/978-4-431-53907-0_5;;;;;;;WOS:000289810000005;;;;;;
